"","categories","wares","slug"
"691","mac","superduper","john.siracusa"
"692","software","superduper","john.siracusa"
"693","writer","superduper","john.siracusa"
"694","developer","emailer","john.siracusa"
"695","mac","emailer","john.siracusa"
"696","software","emailer","john.siracusa"
"697","writer","emailer","john.siracusa"
"698","developer","safari-4-reload-fix","john.siracusa"
"699","mac","safari-4-reload-fix","john.siracusa"
"700","software","safari-4-reload-fix","john.siracusa"
"701","writer","safari-4-reload-fix","john.siracusa"
"702","developer","firebug","john.siracusa"
"703","mac","firebug","john.siracusa"
"704","software","firebug","john.siracusa"
"705","writer","firebug","john.siracusa"
"706","developer","windowshade-x","john.siracusa"
"707","mac","windowshade-x","john.siracusa"
"708","software","windowshade-x","john.siracusa"
"709","writer","windowshade-x","john.siracusa"
"710","developer","istat-menus","john.siracusa"
"711","mac","istat-menus","john.siracusa"
"712","software","istat-menus","john.siracusa"
"713","writer","istat-menus","john.siracusa"
"714","developer","mobile-me","john.siracusa"
"715","mac","mobile-me","john.siracusa"
"716","software","mobile-me","john.siracusa"
"717","writer","mobile-me","john.siracusa"
"718","developer","vmware-fusion","john.siracusa"
"719","mac","vmware-fusion","john.siracusa"
"720","software","vmware-fusion","john.siracusa"
"721","writer","vmware-fusion","john.siracusa"
"722","developer","boot-camp","john.siracusa"
"723","mac","boot-camp","john.siracusa"
"724","software","boot-camp","john.siracusa"
"725","writer","boot-camp","john.siracusa"
"726","developer","twitterrific-ios","john.siracusa"
"727","mac","twitterrific-ios","john.siracusa"
"728","software","twitterrific-ios","john.siracusa"
"729","writer","twitterrific-ios","john.siracusa"
"730","developer","safari-ios","john.siracusa"
"731","mac","safari-ios","john.siracusa"
"732","software","safari-ios","john.siracusa"
"733","writer","safari-ios","john.siracusa"
"734","developer","peggle-ios","john.siracusa"
"735","mac","peggle-ios","john.siracusa"
"736","software","peggle-ios","john.siracusa"
"737","writer","peggle-ios","john.siracusa"
"738","mac","mac-mini","violet.blue"
"739","sex","mac-mini","violet.blue"
"740","writer","mac-mini","violet.blue"
"741","mac","cinema-display","violet.blue"
"742","sex","cinema-display","violet.blue"
"743","writer","cinema-display","violet.blue"
"744","mac","ipod-nano","violet.blue"
"745","sex","ipod-nano","violet.blue"
"746","writer","ipod-nano","violet.blue"
"747","mac","lumix-dmc-tz3","violet.blue"
"748","sex","lumix-dmc-tz3","violet.blue"
"749","writer","lumix-dmc-tz3","violet.blue"
"750","mac","xacti-vpc-hd1000","violet.blue"
"751","sex","xacti-vpc-hd1000","violet.blue"
"752","writer","xacti-vpc-hd1000","violet.blue"
"753","mac","xacti-vpc-wh1","violet.blue"
"754","sex","xacti-vpc-wh1","violet.blue"
"755","writer","xacti-vpc-wh1","violet.blue"
"756","mac","ocean","violet.blue"
"757","sex","ocean","violet.blue"
"758","writer","ocean","violet.blue"
"759","mac","n95-8g","violet.blue"
"760","sex","n95-8g","violet.blue"
"761","writer","n95-8g","violet.blue"
"762","mac","word","violet.blue"
"763","sex","word","violet.blue"
"764","writer","word","violet.blue"
"765","mac","google-docs","violet.blue"
"766","sex","google-docs","violet.blue"
"767","writer","google-docs","violet.blue"
"768","mac","acrobat","violet.blue"
"769","sex","acrobat","violet.blue"
"770","writer","acrobat","violet.blue"
"771","mac","google-calendar","violet.blue"
"772","sex","google-calendar","violet.blue"
"773","writer","google-calendar","violet.blue"
"774","mac","google-reader","violet.blue"
"775","sex","google-reader","violet.blue"
"776","writer","google-reader","violet.blue"
"777","mac","movable-type","violet.blue"
"778","sex","movable-type","violet.blue"
"779","writer","movable-type","violet.blue"
"780","mac","mac-pro","violet.blue"
"781","sex","mac-pro","violet.blue"
"782","writer","mac-pro","violet.blue"
"783","mac","inspiron-mini-10","violet.blue"
"784","sex","inspiron-mini-10","violet.blue"
"785","writer","inspiron-mini-10","violet.blue"
"786","mac","stylus-1050-sw","violet.blue"
"787","sex","stylus-1050-sw","violet.blue"
"788","writer","stylus-1050-sw","violet.blue"
"789","artist","power-mac-g5","sam.brown"
"790","mac","power-mac-g5","sam.brown"
"791","artist","cintiq","sam.brown"
"792","mac","cintiq","sam.brown"
"793","artist","intuos","sam.brown"
"794","mac","intuos","sam.brown"
"795","artist","powerbook-g4","sam.brown"
"796","mac","powerbook-g4","sam.brown"
"797","artist","mac-mini","sam.brown"
"798","mac","mac-mini","sam.brown"
"799","artist","stylus-pro-7800","sam.brown"
"800","mac","stylus-pro-7800","sam.brown"
"801","artist","photoshop","sam.brown"
"802","mac","photoshop","sam.brown"
"803","artist","mac-pro","sam.brown"
"804","mac","mac-pro","sam.brown"
"805","artist","mac-pro","john.martz"
"806","mac","mac-pro","john.martz"
"807","artist","studio-display","john.martz"
"808","mac","studio-display","john.martz"
"809","artist","cintiq","john.martz"
"810","mac","cintiq","john.martz"
"811","artist","time-capsule","john.martz"
"812","mac","time-capsule","john.martz"
"813","artist","cintiq","john.martz"
"814","mac","cintiq","john.martz"
"815","artist","stylus-photo-1280","john.martz"
"816","mac","stylus-photo-1280","john.martz"
"817","artist","canoscan-8800f","john.martz"
"818","mac","canoscan-8800f","john.martz"
"819","artist","iphone-3g","john.martz"
"820","mac","iphone-3g","john.martz"
"821","artist","mac-mini","john.martz"
"822","mac","mac-mini","john.martz"
"823","artist","photoshop","john.martz"
"824","mac","photoshop","john.martz"
"825","artist","manga-studio-ex","john.martz"
"826","mac","manga-studio-ex","john.martz"
"827","artist","after-effects","john.martz"
"828","mac","after-effects","john.martz"
"829","artist","fontexplorer-x","john.martz"
"830","mac","fontexplorer-x","john.martz"
"831","artist","google-reader","john.martz"
"832","mac","google-reader","john.martz"
"833","artist","2across-ios","john.martz"
"834","mac","2across-ios","john.martz"
"835","artist","byline-ios","john.martz"
"836","mac","byline-ios","john.martz"
"837","artist","evernote-ios","john.martz"
"838","mac","evernote-ios","john.martz"
"839","artist","tweetie-ios","john.martz"
"840","mac","tweetie-ios","john.martz"
"841","artist","drop7-ios","john.martz"
"842","mac","drop7-ios","john.martz"
"843","artist","instapaper-ios","john.martz"
"844","mac","instapaper-ios","john.martz"
"845","artist","peggle-ios","john.martz"
"846","mac","peggle-ios","john.martz"
"847","artist","convertbot-ios","john.martz"
"848","mac","convertbot-ios","john.martz"
"849","artist","camerabag-ios","john.martz"
"850","mac","camerabag-ios","john.martz"
"851","designer","macbook-pro","steve.jackson"
"852","game","macbook-pro","steve.jackson"
"853","mac","macbook-pro","steve.jackson"
"854","designer","laserjet-cp1210","steve.jackson"
"855","game","laserjet-cp1210","steve.jackson"
"856","mac","laserjet-cp1210","steve.jackson"
"857","designer","laserjet-1200","steve.jackson"
"858","game","laserjet-1200","steve.jackson"
"859","mac","laserjet-1200","steve.jackson"
"860","designer","photosmart-c4280","steve.jackson"
"861","game","photosmart-c4280","steve.jackson"
"862","mac","photosmart-c4280","steve.jackson"
"863","designer","filemaker-pro","steve.jackson"
"864","game","filemaker-pro","steve.jackson"
"865","mac","filemaker-pro","steve.jackson"
"866","designer","macbook-air","steve.jackson"
"867","game","macbook-air","steve.jackson"
"868","mac","macbook-air","steve.jackson"
"869","designer","cinema-display","steve.jackson"
"870","game","cinema-display","steve.jackson"
"871","mac","cinema-display","steve.jackson"
"872","designer","age-of-empires","steve.jackson"
"873","game","age-of-empires","steve.jackson"
"874","mac","age-of-empires","steve.jackson"
"875","designer","parallels-desktop","steve.jackson"
"876","game","parallels-desktop","steve.jackson"
"877","mac","parallels-desktop","steve.jackson"
"878","mac","iphone-3g","danah.boyd"
"879","researcher","iphone-3g","danah.boyd"
"880","mac","mac-mini","danah.boyd"
"881","researcher","mac-mini","danah.boyd"
"882","mac","mac-os-x","danah.boyd"
"883","researcher","mac-os-x","danah.boyd"
"884","mac","time-machine","danah.boyd"
"885","researcher","time-machine","danah.boyd"
"886","mac","ps2","danah.boyd"
"887","researcher","ps2","danah.boyd"
"888","mac","katamari-damacy","danah.boyd"
"889","researcher","katamari-damacy","danah.boyd"
"890","mac","mail","danah.boyd"
"891","researcher","mail","danah.boyd"
"892","mac","ical","danah.boyd"
"893","researcher","ical","danah.boyd"
"894","mac","office","danah.boyd"
"895","researcher","office","danah.boyd"
"896","mac","creative-suite","danah.boyd"
"897","researcher","creative-suite","danah.boyd"
"898","mac","mail-ios","danah.boyd"
"899","researcher","mail-ios","danah.boyd"
"900","mac","messages-ios","danah.boyd"
"901","researcher","messages-ios","danah.boyd"
"902","mac","safari-ios","danah.boyd"
"903","researcher","safari-ios","danah.boyd"
"904","mac","tweetie-ios","danah.boyd"
"905","researcher","tweetie-ios","danah.boyd"
"906","mac","summizer-ios","danah.boyd"
"907","researcher","summizer-ios","danah.boyd"
"908","mac","nytimes-ios","danah.boyd"
"909","researcher","nytimes-ios","danah.boyd"
"910","mac","tripit-ios","danah.boyd"
"911","researcher","tripit-ios","danah.boyd"
"912","mac","kenken-ios","danah.boyd"
"913","researcher","kenken-ios","danah.boyd"
"914","mac","drop7-ios","danah.boyd"
"915","researcher","drop7-ios","danah.boyd"
"916","mac","aroundme-ios","danah.boyd"
"917","researcher","aroundme-ios","danah.boyd"
"918","mac","foursquare-ios","danah.boyd"
"919","researcher","foursquare-ios","danah.boyd"
"920","designer","thinkpad-x61","mairin.duffy"
"921","linux","thinkpad-x61","mairin.duffy"
"922","usability","thinkpad-x61","mairin.duffy"
"923","designer","precision-470","mairin.duffy"
"924","linux","precision-470","mairin.duffy"
"925","usability","precision-470","mairin.duffy"
"926","designer","rhel","mairin.duffy"
"927","linux","rhel","mairin.duffy"
"928","usability","rhel","mairin.duffy"
"929","designer","power-mac-g4","mairin.duffy"
"930","linux","power-mac-g4","mairin.duffy"
"931","usability","power-mac-g4","mairin.duffy"
"932","designer","illustrator","mairin.duffy"
"933","linux","illustrator","mairin.duffy"
"934","usability","illustrator","mairin.duffy"
"935","designer","ps3","mairin.duffy"
"936","linux","ps3","mairin.duffy"
"937","usability","ps3","mairin.duffy"
"938","designer","hd70","mairin.duffy"
"939","linux","hd70","mairin.duffy"
"940","usability","hd70","mairin.duffy"
"941","designer","psp","mairin.duffy"
"942","linux","psp","mairin.duffy"
"943","usability","psp","mairin.duffy"
"944","designer","ds","mairin.duffy"
"945","linux","ds","mairin.duffy"
"946","usability","ds","mairin.duffy"
"947","designer","rebel-xti","mairin.duffy"
"948","linux","rebel-xti","mairin.duffy"
"949","usability","rebel-xti","mairin.duffy"
"950","designer","cyber-shot-w120","mairin.duffy"
"951","linux","cyber-shot-w120","mairin.duffy"
"952","usability","cyber-shot-w120","mairin.duffy"
"953","designer","easyshare-dx6490","mairin.duffy"
"954","linux","easyshare-dx6490","mairin.duffy"
"955","usability","easyshare-dx6490","mairin.duffy"
"956","designer","webcam-notebook","mairin.duffy"
"957","linux","webcam-notebook","mairin.duffy"
"958","usability","webcam-notebook","mairin.duffy"
"959","designer","lide-30","mairin.duffy"
"960","linux","lide-30","mairin.duffy"
"961","usability","lide-30","mairin.duffy"
"962","designer","sansa-clip","mairin.duffy"
"963","linux","sansa-clip","mairin.duffy"
"964","usability","sansa-clip","mairin.duffy"
"965","designer","flasher-v7","mairin.duffy"
"966","linux","flasher-v7","mairin.duffy"
"967","usability","flasher-v7","mairin.duffy"
"968","designer","fedora","mairin.duffy"
"969","linux","fedora","mairin.duffy"
"970","usability","fedora","mairin.duffy"
"971","designer","rhel","mairin.duffy"
"972","linux","rhel","mairin.duffy"
"973","usability","rhel","mairin.duffy"
"974","designer","red-hat-network","mairin.duffy"
"975","linux","red-hat-network","mairin.duffy"
"976","usability","red-hat-network","mairin.duffy"
"977","designer","gimp","mairin.duffy"
"978","linux","gimp","mairin.duffy"
"979","usability","gimp","mairin.duffy"
"980","designer","statusnet","mairin.duffy"
"981","linux","statusnet","mairin.duffy"
"982","usability","statusnet","mairin.duffy"
"983","designer","wordpress","mairin.duffy"
"984","linux","wordpress","mairin.duffy"
"985","usability","wordpress","mairin.duffy"
"986","designer","wordpress-mu","mairin.duffy"
"987","linux","wordpress-mu","mairin.duffy"
"988","usability","wordpress-mu","mairin.duffy"
"989","designer","gallery","mairin.duffy"
"990","linux","gallery","mairin.duffy"
"991","usability","gallery","mairin.duffy"
"992","designer","virt-manager","mairin.duffy"
"993","linux","virt-manager","mairin.duffy"
"994","usability","virt-manager","mairin.duffy"
"995","designer","thinkpad-t41","mairin.duffy"
"996","linux","thinkpad-t41","mairin.duffy"
"997","usability","thinkpad-t41","mairin.duffy"
"998","designer","macbook-pro","amit.gupta"
"999","entrepreneur","macbook-pro","amit.gupta"
"1000","mac","macbook-pro","amit.gupta"
"1001","designer","iphone-3gs","amit.gupta"
"1002","entrepreneur","iphone-3gs","amit.gupta"
"1003","mac","iphone-3gs","amit.gupta"
"1004","designer","syncmaster-244t","amit.gupta"
"1005","entrepreneur","syncmaster-244t","amit.gupta"
"1006","mac","syncmaster-244t","amit.gupta"
"1007","designer","advantage-usb","amit.gupta"
"1008","entrepreneur","advantage-usb","amit.gupta"
"1009","mac","advantage-usb","amit.gupta"
"1010","designer","mx-revolution","amit.gupta"
"1011","entrepreneur","mx-revolution","amit.gupta"
"1012","mac","mx-revolution","amit.gupta"
"1013","designer","compass-597","amit.gupta"
"1014","entrepreneur","compass-597","amit.gupta"
"1015","mac","compass-597","amit.gupta"
"1016","designer","pulse-smartpen","amit.gupta"
"1017","entrepreneur","pulse-smartpen","amit.gupta"
"1018","mac","pulse-smartpen","amit.gupta"
"1019","designer","ath-anc7b","amit.gupta"
"1020","entrepreneur","ath-anc7b","amit.gupta"
"1021","mac","ath-anc7b","amit.gupta"
"1022","designer","optime-105","amit.gupta"
"1023","entrepreneur","optime-105","amit.gupta"
"1024","mac","optime-105","amit.gupta"
"1025","designer","airport-express","amit.gupta"
"1026","entrepreneur","airport-express","amit.gupta"
"1027","mac","airport-express","amit.gupta"
"1028","designer","keyboard","amit.gupta"
"1029","entrepreneur","keyboard","amit.gupta"
"1030","mac","keyboard","amit.gupta"
"1031","designer","geekdesk","amit.gupta"
"1032","entrepreneur","geekdesk","amit.gupta"
"1033","mac","geekdesk","amit.gupta"
"1034","designer","mirra","amit.gupta"
"1035","entrepreneur","mirra","amit.gupta"
"1036","mac","mirra","amit.gupta"
"1037","designer","d70","amit.gupta"
"1038","entrepreneur","d70","amit.gupta"
"1039","mac","d70","amit.gupta"
"1040","designer","af-nikkor-50mm-f1.8d","amit.gupta"
